"First.ID","Loci.typed","Second.ID","Loci.typed.1","Matching.loci","Mismatching.loci","pID","pIDsib","Status","First.digest_id","First.extraction_id","First.sample_id","Second.digest_id","Second.extraction_id","Second.sample_id","mismatch_prop","First.anem_table_id","First.fish_table_id","First.Size","First.dive_table_id","First.ObsTime","First.id","First.date","First.name","Second.anem_table_id","Second.fish_table_id","Second.Size","Second.dive_table_id","Second.ObsTime","Second.id","Second.date","Second.name","First.lat","First.lon","Second.lat","Second.lon","date_eval","distkm","disteval","size_eval"
"L2420",809,"L2421",807,770,37,0,0,"Fuzzy match","D2540","E1745","APCL12_080","D2540","E1745","APCL12_080",0.0458488228004957,3945,5252,4.7,8,"10:23:00",8,"2012-05-09","Palanas",3945,5252,4.7,8,"10:23:00",8,"2012-05-09","Palanas",10.87371159,124.71141815,10.87371159,124.71141815,"FAIL",0,NA,NA
"L2268",806,"L0655",807,764,40,0,0,"Fuzzy match","D2544","E1761","APCL12_096","D0807","E0594","APCL13_471",0.0497512437810945,3982,5727,7.4,9,"12:19:00",9,"2012-05-09","Palanas",3534,4937,10.3,48,"11:23:00",48,"2013-05-31","Palanas",10.8730402,124.71157837,10.87316227,124.71168518,NA,0.0178964997610158,NA,NA
"L2213",809,"L1311",809,778,31,0,0,"Fuzzy match","D1845","E1763","APCL12_098","D0820","E0607","APCL13_484",0.03831891223733,4000,5603,10.3,9,"13:01:00",9,"2012-05-09","Palanas",3549,4503,10.5,49,"13:22:00",49,"2013-05-31","Palanas",10.87332439,124.71218872,10.87311363,124.71195984,NA,0.0342621740258584,NA,NA
"L2269",808,"L0315",809,781,27,0,0,"Fuzzy match","D2546","E1765","APCL12_100","D0619","E0406","APCL13_283",0.0334158415841584,4049,5306,6.4,10,"14:44:00",10,"2012-05-09","Wangag",3120,4831,8.7,39,"11:47:30",39,"2013-05-28","Wangag",10.87184143,124.71386719,10.87176418,124.71387482,NA,0.00863076211936895,NA,NA
"L1766",808,"L0311",808,799,9,0,0,"Fuzzy match","D1849","E1770","APCL12_105","D0614","E0401","APCL13_278",0.0111386138613861,4042,5303,9.6,10,"14:33:00",10,"2012-05-09","Wangag",3105,4283,9.7,39,"11:33:30",39,"2013-05-28","Wangag",10.87185574,124.71382141,10.87183952,124.71380615,NA,0.00245366884773173,NA,NA
"L2368",809,"L0346",809,802,7,0,0,"Fuzzy match","D2549","E1777","APCL12_112","D0651","E0438","APCL13_315",0.00865265760197775,4055,5311,3.8,10,"14:52:00",10,"2012-05-09","Wangag",3311,4321,7.9,40,"14:53:15",40,"2013-05-28","Wangag",10.8717947,124.71392822,10.87153053,124.71411896,NA,0.0360095229198691,NA,NA
"L1776",808,"L2219",808,761,46,0,0,"Fuzzy match","D1863","E1786","APCL12_121","D1863","E1786","APCL12_121",0.057001239157373,4100,5329,7.5,10,"15:38:00",10,"2012-05-09","Wangag",4100,5329,7.5,10,"15:38:00",10,"2012-05-09","Wangag",10.87150574,124.71427917,10.87150574,124.71427917,"FAIL",0,NA,NA
"L2273",802,"L0390",808,733,69,0,0,"Fuzzy match","D2557","E1797","APCL12_132","D0713","E0500","APCL13_377",0.0860349127182045,4130,5349,9.1,11,"09:48:00",11,"2012-05-10","Cabatuan",3385,5088,10.2,43,"15:23:00",43,"2013-05-29","Magbangon",10.85628796,124.7258606,10.85627556,124.72579193,NA,0.00762443339923186,NA,NA
"L2372",808,"L0388",809,790,18,0,0,"Fuzzy match","D2558","E1798","APCL12_133","D0711","E0498","APCL13_375",0.0222772277227723,4130,5623,8.3,11,"09:48:00",11,"2012-05-10","Cabatuan",3385,4385,9.2,43,"15:23:00",43,"2013-05-29","Magbangon",10.85628796,124.7258606,10.85627556,124.72579193,NA,0.00762443339923186,NA,NA
"L2373",808,"L0379",809,773,35,0,0,"Fuzzy match","D2559","E1799","APCL12_134","D0701","E0488","APCL13_365",0.0433168316831683,4130,5733,7,11,"09:48:00",11,"2012-05-10","Cabatuan",3380,4382,8.2,43,"14:58:30",43,"2013-05-29","Magbangon",10.85628796,124.7258606,10.85624027,124.72588348,NA,0.00586143784145134,NA,NA
"L2375",809,"L0391",809,787,22,0,0,"Fuzzy match","D2565","E1806","APCL12_141","D0715","E0502","APCL13_379",0.0271940667490729,4137,5628,8.5,11,"10:20:00",11,"2012-05-10","Cabatuan",3392,4390,8.5,43,"15:33:45",43,"2013-05-29","Magbangon",10.85671711,124.72550201,10.85648632,124.7257309,NA,0.0358242092315388,NA,NA
"L2476",809,"L0395",809,793,16,0,0,"Fuzzy match","D2566","E1807","APCL12_142","D0720","E0507","APCL13_384",0.0197775030902349,4139,5357,8.2,11,"10:26:00",11,"2012-05-10","Cabatuan",3396,5089,9,43,"15:59:45",43,"2013-05-29","Magbangon",10.85672665,124.72541809,10.85665703,124.72536469,NA,0.00969177341648637,NA,NA
"L2226",807,"L0372",809,778,29,0,0,"Fuzzy match","D1873","E1831","APCL12_167","D0691","E0478","APCL13_355",0.0359355638166047,4155,5369,5.6,13,"14:06:00",13,"2012-05-10","Magbangon",3359,4875,9.3,42,"11:49:00",42,"2013-05-29","Magbangon",10.85841942,124.72434998,10.85840416,124.72447205,NA,0.013437956451289,NA,NA
"L2481",809,"L0373",809,808,1,0,0,"Fuzzy match","D2586","E1832","APCL12_168","D0692","E0479","APCL13_356",0.00123609394313968,4156,5370,5.1,13,"14:08:00",13,"2012-05-10","Magbangon",3364,4370,9.5,42,"12:10:15",42,"2013-05-29","Magbangon",10.85839653,124.72437286,10.85842037,124.7243576,NA,0.00313142608890657,NA,NA
"L2569",809,"L0416",809,798,11,0,0,"Fuzzy match","D2597","E1847","APCL12_183","D0382","E0169","APCL13_044",0.0135970333745365,4178,5385,7.8,14,"09:21:00",14,"2012-05-11","Poroc Rose",2835,4066,9.1,25,"13:26:30",25,"2013-05-23","Poroc Rose",10.75654697,124.7858429,10.75649357,124.78585052,NA,0.00599522232031301,NA,NA
"L2570",809,"L0417",809,801,8,0,0,"Fuzzy match","D2598","E1848","APCL12_184","D0383","E0170","APCL13_045",0.00988875154511743,4178,5648,7.7,14,"09:21:00",14,"2012-05-11","Poroc Rose",2835,4701,8.9,25,"13:26:30",25,"2013-05-23","Poroc Rose",10.75654697,124.7858429,10.75649357,124.78585052,NA,0.00599522232031301,NA,NA
"L2571",809,"L0420",808,788,20,0,0,"Fuzzy match","D2603","E1853","APCL12_189","D0398","E0185","APCL13_060",0.0247524752475248,4188,5392,4.4,14,"09:52:00",14,"2012-05-11","Poroc Rose",2846,5031,5.1,25,"14:24:45",25,"2013-05-23","Poroc Rose",10.75514984,124.78507996,10.75499916,124.78512573,NA,0.0174851129751624,NA,NA
"L2283",805,"L2385",809,769,36,0,0,"Fuzzy match","D2616","E1866","APCL12_202","D2617","E1867","APCL12_203",0.0447204968944099,4199,5402,4.5,15,"11:47:00",15,"2012-05-11","Poroc San Flower",4200,5403,5.2,15,"11:54:00",15,"2012-05-11","Poroc San Flower",NA,NA,NA,NA,"FAIL",NA,NA,NA
"L2283",805,"L3116",809,732,73,0,0,"Fuzzy match","D2616","E1866","APCL12_202","D3288","E1866","APCL12_202",0.0906832298136646,4199,5402,4.5,15,"11:47:00",15,"2012-05-11","Poroc San Flower",4199,5402,4.5,15,"11:47:00",15,"2012-05-11","Poroc San Flower",NA,NA,NA,NA,"FAIL",NA,NA,NA
"L2385",809,"L3116",809,758,51,0,0,"Fuzzy match","D2617","E1867","APCL12_203","D3288","E1866","APCL12_202",0.0630407911001236,4200,5403,5.2,15,"11:54:00",15,"2012-05-11","Poroc San Flower",4199,5402,4.5,15,"11:47:00",15,"2012-05-11","Poroc San Flower",NA,NA,NA,NA,"FAIL",NA,NA,NA
"L2431",808,"L0410",809,793,15,0,0,"Fuzzy match","D2625","E1877","APCL12_213","D0369","E0156","APCL13_031",0.0185643564356436,4213,5415,4.4,15,"12:39:00",15,"2012-05-11","Poroc San Flower",2817,4051,7.4,24,"11:20:45",24,"2013-05-23","Poroc San Flower",NA,NA,10.76427555,124.78534698,NA,NA,NA,NA
"L2292",807,"L0485",808,730,76,0,0,"Fuzzy match","D2631","E2262","APCL12_218","D0842","E0152","APCL13_027",0.0942928039702233,4218,5420,6.6,15,"13:00:00",15,"2012-05-11","Poroc San Flower",2813,4047,9.4,24,"11:00:00",24,"2013-05-23","Poroc San Flower",NA,NA,10.76447487,124.78541565,NA,NA,NA,NA
"L2292",807,"L0893",809,746,61,0,0,"Fuzzy match","D2631","E2262","APCL12_218","D0982","E0802","APCL14_017",0.0755885997521685,4218,5420,6.6,15,"13:00:00",15,"2012-05-11","Poroc San Flower",1875,3760,9.3,88,"10:12:00",88,"2014-06-10","Poroc San Flower",NA,NA,10.76441574,124.78531647,NA,NA,NA,NA
"L2434",809,"L0316",809,796,13,0,0,"Fuzzy match","D2644","E2293","APCL12_249","D0620","E0407","APCL13_284",0.0160692212608158,4275,5688,6.6,20,"09:18:00",20,"2012-05-14","Wangag",3133,4295,9.2,39,"11:55:30",39,"2013-05-28","Wangag",10.87162113,124.71391296,10.87174129,124.71392822,NA,0.0134650920220224,NA,NA
"L2436",809,"L0327",809,792,17,0,0,"Fuzzy match","D2651","E2301","APCL12_256","D0631","E0418","APCL13_295",0.0210135970333745,4334,5693,5.1,20,"09:45:00",20,"2012-05-14","Wangag",3200,4307,9,39,"12:36:00",39,"2013-05-28","Wangag",10.87141991,124.71394348,10.87144566,124.71403503,NA,0.010399640839892,NA,NA
"L2318",809,"L0690",809,783,26,0,0,"Fuzzy match","D2669","E2319","APCL12_274","D0950","E0740","APCL13_622",0.0321384425216316,4426,5506,6.2,21,"11:39:00",21,"2012-05-14","Wangag",3706,4616,8.7,58,"12:27:00",58,"2013-06-04","Wangag",10.87147903,124.71411896,10.87146568,124.71424866,NA,0.0142402946949035,NA,NA
"L2437",809,"L0340",809,806,3,0,0,"Fuzzy match","D2670","E2320","APCL12_275","D0645","E0432","APCL13_309",0.00370828182941904,4422,5754,4.1,21,"11:35:00",21,"2012-05-14","Wangag",3263,4317,7,40,"14:34:00",40,"2013-05-28","Wangag",10.87143612,124.71405792,10.8714447,124.71421051,NA,0.0166899925911451,NA,NA
"L2319",809,"L0341",809,801,8,0,0,"Fuzzy match","D2671","E2321","APCL12_276","D0646","E0433","APCL13_310",0.00988875154511743,4444,5508,4.5,21,"11:44:00",21,"2012-05-14","Wangag",3264,4318,8,40,"14:37:30",40,"2013-05-28","Wangag",10.87151814,124.71411896,10.87146759,124.71418762,NA,0.00937074390448174,NA,NA
"L0485",808,"L0893",809,772,36,0,0,"Fuzzy match","D0842","E0152","APCL13_027","D0982","E0802","APCL14_017",0.0445544554455446,2813,4047,9.4,24,"11:00:00",24,"2013-05-23","Poroc San Flower",1875,3760,9.3,88,"10:12:00",88,"2014-06-10","Poroc San Flower",10.76447487,124.78541565,10.76441574,124.78531647,NA,0.0126734178170279,NA,NA
"L0413",809,"L2695",809,790,19,0,0,"Fuzzy match","D0378","E0165","APCL13_040","D2857","E2499","APCL15_371766",0.0234857849196539,2828,4699,7.3,24,"11:58:00",24,"2013-05-23","Poroc San Flower",1674,1933,9.6,167,"11:56:00",167,"2015-06-07","Elementary School",10.76391697,124.78523254,10.79841614,124.76866913,NA,4.24138272086933,"FAIL",NA
"L0415",808,"L2935",809,793,15,0,0,"Fuzzy match","D0380","E0167","APCL13_042","D3142","E2852","APCL15_371404",0.0185643564356436,2831,4063,7.4,25,"13:20:30",25,"2013-05-23","Poroc Rose",1319,2527,10.1,149,"10:47:00",149,"2015-05-28","Visca",10.75659657,124.78594971,10.74367905,124.78675079,NA,1.43902614628351,"FAIL",NA
"L0415",808,"L3033",804,740,63,0,0,"Fuzzy match","D0380","E0167","APCL13_042","D3251","E0167","APCL13_042",0.0784557907845579,2831,4063,7.4,25,"13:20:30",25,"2013-05-23","Poroc Rose",2831,4063,7.4,25,"13:20:30",25,"2013-05-23","Poroc Rose",10.75659657,124.78594971,10.75659657,124.78594971,"FAIL",0,NA,NA
"L0415",808,"L3133",809,793,15,0,0,"Fuzzy match","D0380","E0167","APCL13_042","D3304","E2852","APCL15_371404",0.0185643564356436,2831,4063,7.4,25,"13:20:30",25,"2013-05-23","Poroc Rose",1319,2527,10.1,149,"10:47:00",149,"2015-05-28","Visca",10.75659657,124.78594971,10.74367905,124.78675079,NA,1.43902614628351,"FAIL",NA
"L1596",809,"L0595",772,704,68,0,0,"Fuzzy match","D1387","E1067","id_error_1","D1387","E1067","id_error_1",0.0880829015544041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1040",799,"L1718",809,752,47,0,0,"Fuzzy match","D0395","E0182","APCL13_057","D1785","E0182","APCL13_057",0.0588235294117647,2846,4075,3.2,25,"14:24:45",25,"2013-05-23","Poroc Rose",2846,4075,3.2,25,"14:24:45",25,"2013-05-23","Poroc Rose",10.75499916,124.78512573,10.75499916,124.78512573,"FAIL",0,NA,NA
"L0423",808,"L1719",809,766,42,0,0,"Fuzzy match","D0425","E0212","APCL13_087","D1786","E0212","APCL13_087",0.051980198019802,2882,4107,9.8,28,"15:40:45",28,"2013-05-24","Visca",2882,4107,9.8,28,"15:40:45",28,"2013-05-24","Visca",10.74347782,124.78665161,10.74347782,124.78665161,"FAIL",0.000134258785931453,NA,NA
"L1719",809,"L2231",800,720,80,0,0,"Fuzzy match","D1786","E0212","APCL13_087","D1925","E0624","APCL13_501",0.1,2882,4107,9.8,28,"15:40:45",28,"2013-05-24","Visca",3569,4520,8.5,51,"16:15:45",51,"2013-06-01","Visca",10.74347782,124.78665161,10.74374199,124.78638458,NA,0.0413988659074696,NA,NA
"L0424",808,"L0722",809,805,3,0,0,"Fuzzy match","D0427","E0214","APCL13_089","D1039","E0791","APCL14_006",0.00371287128712871,2883,4108,7.9,28,"16:06:30",28,"2013-05-24","Visca",1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",10.74401379,124.78630066,10.74289894,124.7870636,NA,0.149380020137445,NA,NA
"L0424",808,"L1738",809,779,29,0,0,"Fuzzy match","D0427","E0214","APCL13_089","D1799","E0791","APCL14_006",0.0358910891089109,2883,4108,7.9,28,"16:06:30",28,"2013-05-24","Visca",1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",10.74401379,124.78630066,10.74289894,124.7870636,NA,0.149380020137445,NA,NA
"L0424",808,"L2716",809,805,3,0,0,"Fuzzy match","D0427","E0214","APCL13_089","D2879","E2521","APCL15_372039",0.00371287128712871,2883,4108,7.9,28,"16:06:30",28,"2013-05-24","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74401379,124.78630066,10.7688818,124.78366089,NA,2.7801924557944,"FAIL",NA
"L0424",808,"L3169",809,798,10,0,0,"Fuzzy match","D0427","E0214","APCL13_089","D3293","E2521","APCL15_372039",0.0123762376237624,2883,4108,7.9,28,"16:06:30",28,"2013-05-24","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74401379,124.78630066,10.7688818,124.78366089,NA,2.7801924557944,"FAIL",NA
"L0425",809,"L0427",809,809,0,0,1.09464292731831e-180,"Exact match","D0428","E0215","APCL13_090","D0439","E0226","APCL13_101",0,2883,4724,10.3,28,"16:06:30",28,"2013-05-24","Visca",2892,4116,6.1,29,"09:27:30",29,"2013-05-25","Sitio Tugas",10.74401379,124.78630066,10.80914021,124.76543427,NA,7.59196286274381,"FAIL","FAIL"
"L1072",809,"L2731",809,787,22,0,0,"Fuzzy match","D0441","E0228","APCL13_103","D2896","E2538","APCL15_369558",0.0271940667490729,2893,4730,10.2,29,"09:49:30",29,"2013-05-25","Sitio Tugas",1655,1914,10.2,165,"14:20:00",165,"2015-06-05","Cabatuan",10.80638123,124.76611328,10.85484123,124.72779846,NA,6.82247966410312,"FAIL",NA
"L1072",809,"L3137",809,791,18,0,0,"Fuzzy match","D0441","E0228","APCL13_103","D3294","E2538","APCL15_369558",0.0222496909765142,2893,4730,10.2,29,"09:49:30",29,"2013-05-25","Sitio Tugas",1655,1914,10.2,165,"14:20:00",165,"2015-06-05","Cabatuan",10.80638123,124.76611328,10.85484123,124.72779846,NA,6.82247966410312,"FAIL",NA
"L1084",809,"L1092",809,805,4,0,0,"Fuzzy match","D0458","E0245","APCL13_120","D0469","E0256","APCL13_131",0.00494437577255871,2907,4739,11.1,30,"12:55:15",30,"2013-05-25","Elementary School",2923,4141,10.7,31,"16:15:30",31,"2013-05-25","Elementary School",10.79913616,124.76850128,10.79891205,124.76868439,"FAIL",0.0319533089942015,NA,NA
"L1088",809,"L2882",809,797,12,0,0,"Fuzzy match","D0463","E0250","APCL13_125","D2806","E2448","APCL15_355180",0.0148331273176761,2914,5052,3.2,30,"13:08:45",30,"2013-05-25","Elementary School",1666,1925,9.9,166,"10:25:00",166,"2015-06-07","Hicgop South",10.79897881,124.76861572,10.80922508,124.76528931,NA,1.19586123918699,"FAIL",NA
"L1088",809,"L3058",805,779,26,0,0,"Fuzzy match","D0463","E0250","APCL13_125","D3300","E2448","APCL15_355180",0.0322981366459627,2914,5052,3.2,30,"13:08:45",30,"2013-05-25","Elementary School",1666,1925,9.9,166,"10:25:00",166,"2015-06-07","Hicgop South",10.79897881,124.76861572,10.80922508,124.76528931,NA,1.19586123918699,"FAIL",NA
"L0432",809,"L1720",809,803,6,0,0,"Fuzzy match","D0468","E0255","APCL13_130","D1787","E0255","APCL13_130",0.00741656365883807,2920,4139,6.8,31,"15:16:00",31,"2013-05-25","Elementary School",2920,4139,6.8,31,"15:16:00",31,"2013-05-25","Elementary School",10.79846382,124.76870728,10.79846382,124.76870728,"FAIL",0,NA,NA
"L1095",809,"L2243",802,732,70,0,0,"Fuzzy match","D0472","E0259","APCL13_134","D1963","E0897","APCL14_128",0.0872817955112219,2928,4146,6.2,32,"09:30:45",32,"2013-05-26","Tamakin Dacot",2052,2791,10.2,100,"13:48:00",100,"2014-06-16","Tamakin Dacot",10.65282631,124.78346252,10.65287685,124.7834549,NA,0.00568185973825665,NA,NA
"L1098",809,"L0723",809,790,19,0,0,"Fuzzy match","D0483","E0270","APCL13_145","D1040","E0819","APCL14_036",0.0234857849196539,2948,4763,9.6,32,"10:45:30",32,"2013-05-26","Tamakin Dacot",1916,3917,11.1,94,"11:34:00",94,"2014-06-12","Tamakin Dacot",10.65284348,124.78369904,10.65214634,124.78382111,NA,0.0786578331935258,NA,NA
"L0434",809,"L0947",808,785,23,0,0,"Fuzzy match","D0485","E0272","APCL13_147","D1137","E0815","APCL14_032",0.0284653465346535,2951,4168,11,32,"11:03:30",32,"2013-05-26","Tamakin Dacot",1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",10.65242672,124.78354645,10.65239716,124.78372192,NA,0.0194550199884923,NA,NA
"L0434",809,"L1739",809,787,22,0,0,"Fuzzy match","D0485","E0272","APCL13_147","D1800","E0815","APCL14_032",0.0271940667490729,2951,4168,11,32,"11:03:30",32,"2013-05-26","Tamakin Dacot",1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",10.65242672,124.78354645,10.65239716,124.78372192,NA,0.0194550199884923,NA,NA
"L0434",809,"L2676",809,783,26,0,0,"Fuzzy match","D0485","E0272","APCL13_147","D2835","E2477","APCL15_406357",0.0321384425216316,2951,4168,11,32,"11:03:30",32,"2013-05-26","Tamakin Dacot",1730,1988,10.8,173,"10:51:00",173,"2015-06-11","Tamakin Dacot",10.65242672,124.78354645,10.65244579,124.78363037,NA,0.00941248889311285,NA,NA
"L1101",809,"L1321",765,687,78,0,0,"Fuzzy match","D0488","E0275","APCL13_150","D1013","E0895","APCL14_126",0.101960784313725,2955,4172,3.2,33,"12:04:15",33,"2013-05-26","Haina",2049,2788,8.1,99,"11:54:00",99,"2014-06-16","Haina, Punta",10.64080429,124.78508759,NA,NA,NA,NA,NA,NA
"L1101",809,"L1701",809,807,2,0,0,"Fuzzy match","D0488","E0275","APCL13_150","D1013","E0895","APCL14_126",0.00247218788627936,2955,4172,3.2,33,"12:04:15",33,"2013-05-26","Haina",2049,2788,8.1,99,"11:54:00",99,"2014-06-16","Haina, Punta",10.64080429,124.78508759,NA,NA,NA,NA,NA,NA
"L1102",807,"L2348",801,762,39,0,0,"Fuzzy match","D0490","E0277","APCL13_152","D1962","E0894","APCL14_125",0.048689138576779,2955,5056,5.2,33,"12:04:15",33,"2013-05-26","Haina",2047,2786,8.8,99,"11:38:00",99,"2014-06-16","Haina, Punta",10.64080429,124.78508759,NA,NA,NA,NA,NA,NA
"L1621",808,"L0728",808,804,4,0,0,"Fuzzy match","D0518","E0305","APCL13_181","D1058","E0907","APCL14_140",0.00495049504950495,2983,4778,4.2,34,"15:47:00",34,"2013-05-26","Sitio Baybayon",2076,2810,7.8,101,"15:56:00",101,"2014-06-16","Sitio Baybayon",10.63342381,124.77700806,10.63351631,124.77690887,NA,0.0149428882772867,NA,NA
"L0443",809,"L0945",809,783,26,0,0,"Fuzzy match","D0541","E0328","APCL13_205","D1135","E0792","APCL14_007",0.0321384425216316,3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",10.87330437,124.71200562,10.74289894,124.7870636,NA,16.6574199304821,"FAIL",NA
"L0443",809,"L2815",809,776,33,0,0,"Fuzzy match","D0541","E0328","APCL13_205","D3127","E2836","APCL15_371477",0.0407911001236094,3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",1320,2528,11.2,149,"11:10:00",149,"2015-05-28","Visca",10.87330437,124.71200562,10.74341583,124.78691101,NA,16.5991868907321,"FAIL",NA
"L0443",809,"L3000",804,757,47,0,0,"Fuzzy match","D0541","E0328","APCL13_205","D3252","E0328","APCL13_205",0.0584577114427861,3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",10.87330437,124.71200562,10.87330437,124.71200562,"FAIL",0,NA,NA
"L0443",809,"L3113",809,788,21,0,0,"Fuzzy match","D0541","E0328","APCL13_205","D3303","E0792","APCL14_007",0.0259579728059332,3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",10.87330437,124.71200562,10.74289894,124.7870636,NA,16.6574199304821,"FAIL",NA
"L0444",809,"L1626",809,794,15,0,0,"Fuzzy match","D0543","E0330","APCL13_207","D0543","E0330","APCL13_207",0.0185414091470952,3004,4214,8.7,35,"10:57:30",35,"2013-05-27","Palanas",3004,4214,8.7,35,"10:57:30",35,"2013-05-27","Palanas",10.87335396,124.71208191,10.87335396,124.71208191,"FAIL",0,NA,NA
"L0288",809,"L0606",805,759,46,0,0,"Fuzzy match","D0591","E0378","APCL13_255","D1398","E1095","APCL14_330",0.0571428571428571,3052,4814,3.2,38,"09:07:00",38,"2013-05-28","Wangag",2525,3144,8.8,114,"09:32:00",114,"2014-06-24","Wangag",10.86702919,124.71762085,10.87149143,124.71406555,NA,0.630017975928319,"FAIL",NA
"L0288",809,"L3144",809,795,14,0,0,"Fuzzy match","D0591","E0378","APCL13_255","D3253","E1095","APCL14_330",0.0173053152039555,3052,4814,3.2,38,"09:07:00",38,"2013-05-28","Wangag",2525,3144,8.8,114,"09:32:00",114,"2014-06-24","Wangag",10.86702919,124.71762085,10.87149143,124.71406555,NA,0.630017975928319,"FAIL",NA
"L0291",806,"L2533",806,728,75,0,0,"Fuzzy match","D0594","E0381","APCL13_258","D2209","E1211","APCL14_350",0.0933997509339975,3055,4256,4.7,38,"09:30:50",38,"2013-05-28","Wangag",2347,3043,8.4,112,"09:11:00",112,"2014-06-23","Wangag",10.86881733,124.71669006,10.86886883,124.71650696,NA,0.0207984150249986,NA,NA
