"First.ID","Loci.typed","Second.ID","Loci.typed.1","Matching.loci","Mismatching.loci","pID","pIDsib","Status","First.digest_id","First.extraction_id","First.sample_id","Second.digest_id","Second.extraction_id","Second.sample_id","mismatch_prop","First.anem_table_id","First.fish_table_id","First.Size","First.dive_table_id","First.ObsTime","First.id","First.date","First.name","Second.anem_table_id","Second.fish_table_id","Second.Size","Second.dive_table_id","Second.ObsTime","Second.id","Second.date","Second.name","First.lat","First.lon","Second.lat","Second.lon","date_eval","distkm","disteval","size_eval"
"L0344",809,"L0691",809,747,62,0,0,"Fuzzy match","D0649","E0436","APCL13_313","D0952","E0744","APCL13_626",0.0766378244746601,3292,4319,4.9,40,"14:45:50",40,"2013-05-28","Wangag",3709,4619,4.9,58,"12:44:00",58,"2013-06-04","Wangag",10.87150002,124.71417236,10.87152004,124.71416473,NA,0.00237528039623401,NA,NA
"L0357",808,"L1721",809,796,12,0,0,"Fuzzy match","D0669","E0456","APCL13_333","D1788","E0456","APCL13_333",0.0148514851485149,3345,4353,6.9,41,"09:49:30",41,"2013-05-29","Cabatuan",3345,4353,6.9,41,"09:49:30",41,"2013-05-29","Cabatuan",10.85534096,124.72686768,10.85534096,124.72686768,"FAIL",0,NA,NA
"L0370",809,"L0742",809,797,12,0,0,"Fuzzy match","D0687","E0474","APCL13_351","D1096","E1478","APCL14_445",0.0148331273176761,3360,4876,3.6,42,"11:52:00",42,"2013-05-29","Magbangon",2579,3194,4.2,115,"14:37:00",115,"2014-06-24","Wangag",10.85841274,124.72444153,10.87144566,124.71401978,NA,1.84265409647383,"FAIL",NA
"L0370",809,"L3163",809,797,12,0,0,"Fuzzy match","D0687","E0474","APCL13_351","D3259","E1478","APCL14_445",0.0148331273176761,3360,4876,3.6,42,"11:52:00",42,"2013-05-29","Magbangon",2579,3194,4.2,115,"14:37:00",115,"2014-06-24","Wangag",10.85841274,124.72444153,10.87144566,124.71401978,NA,1.84265409647383,"FAIL",NA
"L0377",809,"L0974",809,795,14,0,0,"Fuzzy match","D0698","E0485","APCL13_362","D1223","E1394","APCL14_555",0.0173053152039555,3374,4378,3.8,42,"13:09:40",42,"2013-05-29","Magbangon",2775,3752,3.6,130,"12:59:00",130,"2014-07-02","Magbangon",10.86077499,124.72209167,10.87424755,124.71091461,NA,1.93234836294572,"FAIL",NA
"L0377",809,"L3120",807,787,20,0,0,"Fuzzy match","D0698","E0485","APCL13_362","D3275","E1394","APCL14_555",0.0247831474597274,3374,4378,3.8,42,"13:09:40",42,"2013-05-29","Magbangon",2775,3752,3.6,130,"12:59:00",130,"2014-07-02","Magbangon",10.86077499,124.72209167,10.87424755,124.71091461,NA,1.93234836294572,"FAIL",NA
"L0400",804,"L2410",806,754,47,0,0,"Fuzzy match","D0726","E0513","APCL13_390","D2284","E1233","APCL14_372",0.0586766541822722,3401,4898,2.4,44,"08:52:30",44,"2013-05-30","Wangag",2382,3645,7,112,"11:05:00",112,"2014-06-23","Wangag",10.86903572,124.71647644,10.86957455,124.71617889,NA,0.0681584532080739,NA,NA
"L1667",808,"L2448",809,730,78,0,0,"Fuzzy match","D0705","E0492","APCL13_369","D2214","E1218","APCL14_357",0.0965346534653465,3382,4889,7.8,43,"15:06:00",43,"2013-05-29","Magbangon",2361,3053,9.4,112,"09:45:00",112,"2014-06-23","Wangag",10.85625553,124.72579956,10.86909676,124.71640778,NA,1.75804084684015,"FAIL",NA
"L1667",808,"L0822",808,728,79,0,0,"Fuzzy match","D0705","E0492","APCL13_369","D1453","E1218","APCL14_357",0.0978934324659232,3382,4889,7.8,43,"15:06:00",43,"2013-05-29","Magbangon",2361,3053,9.4,112,"09:45:00",112,"2014-06-23","Wangag",10.85625553,124.72579956,10.86909676,124.71640778,NA,1.75804084684015,"FAIL",NA
"L0653",808,"L2752",808,788,20,0,0,"Fuzzy match","D0761","E0548","APCL13_425","D2944","E2586","APCL15_403892",0.0247524752475248,3476,4442,4.5,45,"11:43:20",45,"2013-05-30","Wangag",1530,1794,8.1,159,"15:20:00",159,"2015-06-01","Wangag",10.86985397,124.71595764,10.86970425,124.71591187,NA,0.0173819764165364,NA,NA
"L0846",809,"L1238",809,800,9,0,0,"Fuzzy match","D0783","E0570","APCL13_447","D1098","E1480","APCL14_447",0.0111248454882571,3506,4927,5.1,47,"09:19:30",47,"2013-05-31","Palanas",2581,3196,5.3,115,"14:45:00",115,"2014-06-24","Wangag",10.87384892,124.71058655,10.87144661,124.71394348,NA,0.453576105945781,"FAIL",NA
"L0846",809,"L2988",784,720,64,0,0,"Fuzzy match","D0783","E0570","APCL13_447","D3264","E0570","APCL13_447",0.0816326530612245,3506,4927,5.1,47,"09:19:30",47,"2013-05-31","Palanas",3506,4927,5.1,47,"09:19:30",47,"2013-05-31","Palanas",10.87384892,124.71058655,10.87384892,124.71058655,"FAIL",0,NA,NA
"L0846",809,"L3159",809,799,10,0,0,"Fuzzy match","D0783","E0570","APCL13_447","D3278","E1480","APCL14_447",0.0123609394313968,3506,4927,5.1,47,"09:19:30",47,"2013-05-31","Palanas",2581,3196,5.3,115,"14:45:00",115,"2014-06-24","Wangag",10.87384892,124.71058655,10.87144661,124.71394348,NA,0.453576105945781,"FAIL",NA
"L2490",807,"L0936",807,752,55,0,0,"Fuzzy match","D0789","E0576","APCL13_453","D1100","E1483","APCL14_450",0.0681536555142503,3511,4929,2.4,47,"09:37:00",47,"2013-05-31","Palanas",2588,3688,4.4,115,"15:02:00",115,"2014-06-24","Wangag",10.87373924,124.71079254,10.87138939,124.71405029,NA,0.441391027320176,"FAIL",NA
"L2490",807,"L2909",807,760,47,0,0,"Fuzzy match","D0789","E0576","APCL13_453","D3047","E2785","APCL15_375598",0.0582403965303594,3511,4929,2.4,47,"09:37:00",47,"2013-05-31","Palanas",1374,1654,9.1,152,"14:31:00",152,"2015-05-29","Palanas",10.87373924,124.71079254,10.87438774,124.71073151,NA,0.072417215296662,NA,NA
"L2490",807,"L3145",807,755,52,0,0,"Fuzzy match","D0789","E0576","APCL13_453","D3273","E1483","APCL14_450",0.0644361833952912,3511,4929,2.4,47,"09:37:00",47,"2013-05-31","Palanas",2588,3688,4.4,115,"15:02:00",115,"2014-06-24","Wangag",10.87373924,124.71079254,10.87138939,124.71405029,NA,0.441391027320176,"FAIL",NA
"L0658",809,"L0923",809,796,13,0,0,"Fuzzy match","D0821","E0608","APCL13_485","D1052","E0871","APCL14_095",0.0160692212608158,3549,4944,2.7,49,"13:22:00",49,"2013-05-31","Palanas",1995,2736,7.5,98,"14:52:00",98,"2014-06-13","Palanas",10.87311363,124.71195984,10.8730669,124.71209717,NA,0.0158709559080593,NA,NA
"L2238",808,"L0719",809,763,45,0,0,"Fuzzy match","D1934","E0633","APCL13_510","D1036","E0788","APCL14_003",0.0556930693069307,3578,4529,10.4,51,"17:18:00",51,"2013-06-01","Visca",1862,3756,9.9,86,"15:01:00",86,"2014-06-07","Visca",10.74427032,124.78650665,10.74388599,124.78634644,NA,0.0461807290021132,NA,NA
"L1218",809,"L1206",808,752,56,0,0,"Fuzzy match","D0889","E0676","APCL13_557","D1382","E1055","APCL14_289",0.0693069306930693,3605,4975,8,55,"12:33:02",55,"2013-06-03","Sitio Baybayon",2311,3612,9.5,111,"13:30:00",111,"2014-06-22","Sitio Baybayon",10.63339806,124.77693939,10.6344986,124.77636719,NA,0.137425918683513,NA,NA
"L0670",809,"L1735",809,804,5,0,0,"Fuzzy match","D0897","E0684","APCL13_565","D1792","E0684","APCL13_565",0.00618046971569839,3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",10.63360119,124.77679443,10.63360119,124.77679443,"FAIL",9.49352979660034e-05,NA,NA
"L0670",809,"L0726",809,803,6,0,0,"Fuzzy match","D0897","E0684","APCL13_565","D1045","E0832","APCL14_049",0.00741656365883807,3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",10.63360119,124.77679443,10.63356972,124.77679443,NA,0.00350104080065571,NA,NA
"L0670",809,"L1740",809,803,6,0,0,"Fuzzy match","D0897","E0684","APCL13_565","D1801","E0832","APCL14_049",0.00741656365883807,3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",10.63360119,124.77679443,10.63356972,124.77679443,NA,0.00350104080065571,NA,NA
"L1735",809,"L0726",809,804,5,0,0,"Fuzzy match","D1792","E0684","APCL13_565","D1045","E0832","APCL14_049",0.00618046971569839,3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",10.63360119,124.77679443,10.63356972,124.77679443,NA,0.00350104080065571,NA,NA
"L1735",809,"L1740",809,802,7,0,0,"Fuzzy match","D1792","E0684","APCL13_565","D1801","E0832","APCL14_049",0.00865265760197775,3612,4561,9.6,55,"12:54:00",55,"2013-06-03","Sitio Baybayon",1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",10.63360119,124.77679443,10.63356972,124.77679443,NA,0.00350104080065571,NA,NA
"L0874",807,"L0921",809,774,33,0,0,"Fuzzy match","D0904","E0691","APCL13_572","D1049","E0842","APCL14_060",0.0408921933085502,3618,4566,3,55,"13:16:00",55,"2013-06-03","Sitio Baybayon",1948,2693,8.5,95,"16:49:00",95,"2014-06-12","Sitio Baybayon",10.63368797,124.77679443,10.63393497,124.77667999,NA,0.0301786754472852,NA,NA
"L0677",809,"L1736",809,805,4,0,0,"Fuzzy match","D0915","E0702","APCL13_584","D1793","E0702","APCL13_584",0.00494437577255871,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",10.63399601,124.77671814,10.63399601,124.77671814,"FAIL",0,NA,NA
"L0677",809,"L0730",809,756,53,0,0,"Fuzzy match","D0915","E0702","APCL13_584","D1061","E0920","APCL14_153",0.065512978986403,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",2106,2833,8.4,101,"17:10:00",101,"2014-06-16","Sitio Baybayon",10.63399601,124.77671814,10.63294792,124.77696228,NA,0.119557392335749,NA,NA
"L0677",809,"L1741",809,754,55,0,0,"Fuzzy match","D0915","E0702","APCL13_584","D1802","E0920","APCL14_153",0.0679851668726823,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",2106,2833,8.4,101,"17:10:00",101,"2014-06-16","Sitio Baybayon",10.63399601,124.77671814,10.63294792,124.77696228,NA,0.119557392335749,NA,NA
"L0677",809,"L2607",808,771,37,0,0,"Fuzzy match","D0915","E0702","APCL13_584","D2739","E2381","APCL15_405336",0.0457920792079208,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",1763,2021,9.6,176,"10:49:00",176,"2015-06-13","Sitio Baybayon",10.63399601,124.77671814,10.6328783,124.7769165,NA,0.126160045759443,NA,NA
"L1736",809,"L0730",809,754,55,0,0,"Fuzzy match","D1793","E0702","APCL13_584","D1061","E0920","APCL14_153",0.0679851668726823,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",2106,2833,8.4,101,"17:10:00",101,"2014-06-16","Sitio Baybayon",10.63399601,124.77671814,10.63294792,124.77696228,NA,0.119557392335749,NA,NA
"L1736",809,"L1741",809,752,57,0,0,"Fuzzy match","D1793","E0702","APCL13_584","D1802","E0920","APCL14_153",0.0704573547589617,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",2106,2833,8.4,101,"17:10:00",101,"2014-06-16","Sitio Baybayon",10.63399601,124.77671814,10.63294792,124.77696228,NA,0.119557392335749,NA,NA
"L1736",809,"L2607",808,771,37,0,0,"Fuzzy match","D1793","E0702","APCL13_584","D2739","E2381","APCL15_405336",0.0457920792079208,3628,4575,8.2,56,"14:11:30",56,"2013-06-03","Sitio Baybayon",1763,2021,9.6,176,"10:49:00",176,"2015-06-13","Sitio Baybayon",10.63399601,124.77671814,10.6328783,124.7769165,NA,0.126160045759443,NA,NA
"L0678",809,"L1737",809,802,7,0,0,"Fuzzy match","D0918","E0705","APCL13_587","D1794","E0705","APCL13_587",0.00865265760197775,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",10.63401985,124.7766571,10.63401985,124.7766571,"FAIL",0.000134258785931453,NA,NA
"L0678",809,"L0737",808,776,32,0,0,"Fuzzy match","D0918","E0705","APCL13_587","D1081","E1019","APCL14_253",0.0396039603960396,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2276,2976,9.3,110,"09:10:00",110,"2014-06-22","Sitio Baybayon",10.63401985,124.7766571,10.63399982,124.77661133,NA,0.00547588247054744,NA,NA
"L0678",809,"L1742",809,797,12,0,0,"Fuzzy match","D0918","E0705","APCL13_587","D1803","E1019","APCL14_253",0.0148331273176761,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2276,2976,9.3,110,"09:10:00",110,"2014-06-22","Sitio Baybayon",10.63401985,124.7766571,10.63399982,124.77661133,NA,0.00547588247054744,NA,NA
"L0678",809,"L1705",804,759,45,0,0,"Fuzzy match","D0918","E0705","APCL13_587","D1112","E1350","APCL14_511",0.0559701492537313,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2702,3719,7,124,"11:52:00",124,"2014-06-29","San Agustin",10.63401985,124.7766571,10.76727009,124.7848053,NA,14.843473443209,"FAIL","FAIL"
"L1737",809,"L0737",808,773,35,0,0,"Fuzzy match","D1794","E0705","APCL13_587","D1081","E1019","APCL14_253",0.0433168316831683,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2276,2976,9.3,110,"09:10:00",110,"2014-06-22","Sitio Baybayon",10.63401985,124.7766571,10.63399982,124.77661133,NA,0.00547588247054744,NA,NA
"L1737",809,"L1742",809,794,15,0,0,"Fuzzy match","D1794","E0705","APCL13_587","D1803","E1019","APCL14_253",0.0185414091470952,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2276,2976,9.3,110,"09:10:00",110,"2014-06-22","Sitio Baybayon",10.63401985,124.7766571,10.63399982,124.77661133,NA,0.00547588247054744,NA,NA
"L1737",809,"L1705",804,756,48,0,0,"Fuzzy match","D1794","E0705","APCL13_587","D1112","E1350","APCL14_511",0.0597014925373134,3630,4577,9.1,56,"14:22:00",56,"2013-06-03","Sitio Baybayon",2702,3719,7,124,"11:52:00",124,"2014-06-29","San Agustin",10.63401985,124.7766571,10.76727009,124.7848053,NA,14.843473443209,"FAIL","FAIL"
"L1224",809,"L2867",806,773,33,0,0,"Fuzzy match","D0930","E0717","APCL13_599","D3238","E2960","APCL15_355908",0.0409429280397022,3639,5127,8.6,56,"14:54:00",56,"2013-06-03","Sitio Baybayon",1824,2384,9.7,178,"11:21:00",178,"2015-06-14","Sitio Baybayon",10.634161,124.77666473,10.63424301,124.77680969,NA,0.018278928162611,NA,NA
"L0683",809,"L1013",809,794,15,0,0,"Fuzzy match","D0932","E0719","APCL13_601","D1405","E1034","APCL14_268",0.0185414091470952,3641,4997,5.3,57,"15:28:00",57,"2013-06-03","Sitio Baybayon",2292,3600,8.3,110,"10:09:00",110,"2014-06-22","Sitio Baybayon",10.6341114,124.77667999,10.63437366,124.77676392,NA,0.0305706400601294,NA,NA
"L2529",809,"L0747",809,771,38,0,0,"Fuzzy match","D1946","E0727","APCL13_609","D1129","E1385","APCL14_546",0.0469715698393078,3661,4596,4.2,58,"11:11:30",58,"2013-06-04","Wangag",2765,3746,8.1,130,"12:25:00",130,"2014-07-02","Magbangon",10.87010574,124.71531677,10.87440968,124.71067047,NA,0.697467479998818,"FAIL",NA
"L2529",809,"L3165",809,771,38,0,0,"Fuzzy match","D1946","E0727","APCL13_609","D3260","E1385","APCL14_546",0.0469715698393078,3661,4596,4.2,58,"11:11:30",58,"2013-06-04","Wangag",2765,3746,8.1,130,"12:25:00",130,"2014-07-02","Magbangon",10.87010574,124.71531677,10.87440968,124.71067047,NA,0.697467479998818,"FAIL",NA
"L0884",809,"L2253",809,763,46,0,0,"Fuzzy match","D0944","E0733","APCL13_615","D2230","E1251","APCL14_390",0.0568603213844252,3675,4606,5.3,58,"11:44:30",58,"2013-06-04","Wangag",2473,3098,9.1,113,"15:16:00",113,"2014-06-23","Wangag",10.87079906,124.71453857,10.87137794,124.71421051,NA,0.0736658150874294,NA,NA
"L0884",809,"L1282",809,782,27,0,0,"Fuzzy match","D0944","E0733","APCL13_615","D1088","E1251","APCL14_390",0.0333745364647713,3675,4606,5.3,58,"11:44:30",58,"2013-06-04","Wangag",2473,3098,9.1,113,"15:16:00",113,"2014-06-23","Wangag",10.87079906,124.71453857,10.87137794,124.71421051,NA,0.0736658150874294,NA,NA
"L0884",809,"L2756",809,766,43,0,0,"Fuzzy match","D0944","E0733","APCL13_615","D2955","E2597","APCL15_406954",0.0531520395550062,3675,4606,5.3,58,"11:44:30",58,"2013-06-04","Wangag",1472,2196,8.8,157,"14:43:00",157,"2015-05-31","Wangag",10.87079906,124.71453857,10.87138367,124.71414948,NA,0.0776593948584126,NA,NA
"L0979",809,"L0980",809,808,1,0,0,"Fuzzy match","D1234","E0769","APCL13_651","D1234","E0769","APCL13_651",0.00123609394313968,3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",10.86076832,124.72113037,10.86076832,124.72113037,"FAIL",0,NA,NA
"L0979",809,"L1725",809,808,1,0,0,"Fuzzy match","D1234","E0769","APCL13_651","D1796","E0769","APCL13_651",0.00123609394313968,3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",10.86076832,124.72113037,10.86076832,124.72113037,"FAIL",0,NA,NA
"L0980",809,"L1725",809,807,2,0,0,"Fuzzy match","D1234","E0769","APCL13_651","D1796","E0769","APCL13_651",0.00247218788627936,3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",3758,4656,7.7,60,"16:19:30",60,"2013-06-04","Magbangon",10.86076832,124.72113037,10.86076832,124.72113037,"FAIL",0,NA,NA
"L0696",809,"L0712",809,782,27,0,0,"Fuzzy match","D0969","E0771","APCL13_653","D1080","E1010","APCL14_244",0.0333745364647713,3768,4660,3.6,60,"16:27:30",60,"2013-06-04","Magbangon",2265,2966,8.1,105,"15:33:00",105,"2014-06-18","Magbangon",10.86112881,124.72148132,10.86127186,124.72146606,NA,0.0159937099486868,NA,NA
"L0697",807,"L0922",807,804,3,0,0,"Fuzzy match","D0970","E0772","APCL13_654","D1051","E0867","APCL14_088",0.00371747211895911,3768,5017,3.1,60,"16:27:30",60,"2013-06-04","Magbangon",1985,2726,8.9,96,"11:33:00",96,"2014-06-13","Palanas",10.86112881,124.72148132,10.87285805,124.71187592,NA,1.67369385868366,"FAIL",NA
"L0697",807,"L3021",786,740,46,0,0,"Fuzzy match","D0970","E0772","APCL13_654","D3255","E0772","APCL13_654",0.0585241730279898,3768,5017,3.1,60,"16:27:30",60,"2013-06-04","Magbangon",3768,5017,3.1,60,"16:27:30",60,"2013-06-04","Magbangon",10.86112881,124.72148132,10.86112881,124.72148132,"FAIL",0,NA,NA
"L0697",807,"L3128",807,793,14,0,0,"Fuzzy match","D0970","E0772","APCL13_654","D3272","E0867","APCL14_088",0.0173482032218092,3768,5017,3.1,60,"16:27:30",60,"2013-06-04","Magbangon",1985,2726,8.9,96,"11:33:00",96,"2014-06-13","Palanas",10.86112881,124.72148132,10.87285805,124.71187592,NA,1.67369385868366,"FAIL",NA
"L0983",809,"L2942",809,795,14,0,0,"Fuzzy match","D1241","E0786","APCL14_001","D3154","E2876","APCL15_374542",0.0173053152039555,1862,2611,7.1,86,"15:01:00",86,"2014-06-07","Visca",1317,1603,9.4,149,"10:13:00",149,"2015-05-28","Visca",10.74388599,124.78634644,10.74384308,124.78652954,NA,0.0205641776748351,NA,NA
"L0720",809,"L2823",809,801,8,0,0,"Fuzzy match","D1037","E0789","APCL14_004","D3165","E2886","APCL15_001",0.00988875154511743,1865,2613,10,86,"15:26:00",86,"2014-06-07","Visca",1318,1604,10.2,149,"10:40:00",149,"2015-05-28","Visca",10.74358177,124.78662109,10.74351978,124.78659058,NA,0.00765628310882746,NA,NA
"L0722",809,"L1738",809,779,30,0,0,"Fuzzy match","D1039","E0791","APCL14_006","D1799","E0791","APCL14_006",0.0370828182941904,1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",10.74289894,124.7870636,10.74289894,124.7870636,"FAIL",9.49352979660034e-05,NA,NA
"L0722",809,"L2716",809,803,6,0,0,"Fuzzy match","D1039","E0791","APCL14_006","D2879","E2521","APCL15_372039",0.00741656365883807,1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74289894,124.7870636,10.7688818,124.78366089,NA,2.91297641347547,"FAIL",NA
"L0722",809,"L3169",809,798,11,0,0,"Fuzzy match","D1039","E0791","APCL14_006","D3293","E2521","APCL15_372039",0.0135970333745365,1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74289894,124.7870636,10.7688818,124.78366089,NA,2.91297641347547,"FAIL",NA
"L1738",809,"L2716",809,777,32,0,0,"Fuzzy match","D1799","E0791","APCL14_006","D2879","E2521","APCL15_372039",0.0395550061804697,1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74289894,124.7870636,10.7688818,124.78366089,NA,2.91297641347547,"FAIL",NA
"L1738",809,"L3169",809,772,37,0,0,"Fuzzy match","D1799","E0791","APCL14_006","D3293","E2521","APCL15_372039",0.0457354758961681,1866,2614,8.8,86,"15:49:30",86,"2014-06-07","Visca",1678,2274,8.5,168,"14:20:00",168,"2015-06-07","San Agustin",10.74289894,124.7870636,10.7688818,124.78366089,NA,2.91297641347547,"FAIL",NA
"L0945",809,"L2815",809,777,32,0,0,"Fuzzy match","D1135","E0792","APCL14_007","D3127","E2836","APCL15_371477",0.0395550061804697,1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",1320,2528,11.2,149,"11:10:00",149,"2015-05-28","Visca",10.74289894,124.7870636,10.74341583,124.78691101,NA,0.0598441878072997,NA,NA
"L0945",809,"L3000",804,747,57,0,0,"Fuzzy match","D1135","E0792","APCL14_007","D3252","E0328","APCL13_205",0.0708955223880597,1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",10.74289894,124.7870636,10.87330437,124.71200562,NA,16.6574199304821,"FAIL",NA
"L0945",809,"L3113",809,790,19,0,0,"Fuzzy match","D1135","E0792","APCL14_007","D3303","E0792","APCL14_007",0.0234857849196539,1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",10.74289894,124.7870636,10.74289894,124.7870636,"FAIL",9.49352979660034e-05,NA,NA
"L0700",809,"L2745",809,750,59,0,0,"Fuzzy match","D0984","E0807","APCL14_022","D2911","E2553","APCL15_355398",0.072929542645241,1888,2634,6.8,91,"11:32:00",91,"2014-06-11","Cabatuan",1657,2258,8.9,165,"14:37:00",165,"2015-06-05","Cabatuan",10.85486889,124.72753143,10.8548708,124.72754669,NA,0.00167689169881865,NA,NA
"L1228",809,"L2748",809,782,27,0,0,"Fuzzy match","D0986","E0809","APCL14_024","D2916","E2558","APCL15_356339",0.0333745364647713,1895,2641,4.8,91,"11:59:00",91,"2014-06-11","Cabatuan",1653,1912,8.3,165,"14:16:00",165,"2015-06-05","Cabatuan",10.85494995,124.7278595,10.85496807,124.72773743,NA,0.0134821493617423,NA,NA
"L0947",808,"L1739",809,775,33,0,0,"Fuzzy match","D1137","E0815","APCL14_032","D1800","E0815","APCL14_032",0.0408415841584158,1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",10.65239716,124.78372192,10.65239716,124.78372192,"FAIL",0,NA,NA
"L0947",808,"L2676",809,769,39,0,0,"Fuzzy match","D1137","E0815","APCL14_032","D2835","E2477","APCL15_406357",0.0482673267326733,1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",1730,1988,10.8,173,"10:51:00",173,"2015-06-11","Tamakin Dacot",10.65239716,124.78372192,10.65244579,124.78363037,NA,0.0113720441112278,NA,NA
"L1739",809,"L2676",809,777,32,0,0,"Fuzzy match","D1800","E0815","APCL14_032","D2835","E2477","APCL15_406357",0.0395550061804697,1913,2659,9.6,94,"11:14:00",94,"2014-06-12","Tamakin Dacot",1730,1988,10.8,173,"10:51:00",173,"2015-06-11","Tamakin Dacot",10.65239716,124.78372192,10.65244579,124.78363037,NA,0.0113720441112278,NA,NA
"L1290",809,"L2631",809,805,4,0,0,"Fuzzy match","D1245","E0817","APCL14_034","D2771","E2413","APCL15_127",0.00494437577255871,1916,3389,7.2,94,"11:34:00",94,"2014-06-12","Tamakin Dacot",1737,2317,10.6,173,"12:09:00",173,"2015-06-11","Tamakin Dacot",10.65214634,124.78382111,10.65205574,124.78383636,NA,0.0102107315376125,NA,NA
"L1242",809,"L2683",809,798,11,0,0,"Fuzzy match","D1138","E0818","APCL14_035","D2844","E2486","APCL15_126",0.0135970333745365,1916,3772,8.5,94,"11:34:00",94,"2014-06-12","Tamakin Dacot",1737,1995,12.1,173,"12:09:00",173,"2015-06-11","Tamakin Dacot",10.65214634,124.78382111,10.65205574,124.78383636,NA,0.0102107315376125,NA,NA
"L0724",809,"L2589",804,759,45,0,0,"Fuzzy match","D1043","E0825","APCL14_042","D2718","E2360","APCL15_363882",0.0559701492537313,1929,2675,8.8,95,"15:09:00",95,"2014-06-12","Sitio Baybayon",1788,2046,9.6,177,"14:30:00",177,"2015-06-13","Sitio Baybayon",10.63364983,124.77677917,10.63364506,124.77680206,NA,0.00255621112780676,NA,NA
"L0771",809,"L2615",809,797,12,0,0,"Fuzzy match","D1226","E0827","APCL14_044","D2748","E2390","APCL15_355853",0.0148331273176761,1930,2676,6.5,95,"15:16:00",95,"2014-06-12","Sitio Baybayon",1788,2358,9.1,177,"14:30:00",177,"2015-06-13","Sitio Baybayon",10.63362694,124.77679443,10.63364506,124.77680206,NA,0.00218144706613385,NA,NA
"L0750",809,"L2599",809,787,22,0,0,"Fuzzy match","D1142","E0830","APCL14_047","D2728","E2370","APCL15_369143",0.0271940667490729,1933,2679,6.7,95,"15:33:00",95,"2014-06-12","Sitio Baybayon",1782,2040,9.8,176,"12:10:00",176,"2015-06-13","Sitio Baybayon",10.633564,124.77680969,10.63351822,124.77675629,NA,0.00774406725580951,NA,NA
"L0726",809,"L1740",809,801,8,0,0,"Fuzzy match","D1045","E0832","APCL14_049","D1801","E0832","APCL14_049",0.00988875154511743,1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",1934,2680,8.8,95,"15:44:00",95,"2014-06-12","Sitio Baybayon",10.63356972,124.77679443,10.63356972,124.77679443,"FAIL",0,NA,NA
