"First.ID","Loci.typed","Second.ID","Loci.typed.1","Matching.loci","Mismatching.loci","pID","pIDsib","Status","First.digest_id","First.extraction_id","First.sample_id","Second.digest_id","Second.extraction_id","Second.sample_id","mismatch_prop","First.anem_table_id","First.fish_table_id","First.Size","First.dive_table_id","First.ObsTime","First.id","First.date","First.name","Second.anem_table_id","Second.fish_table_id","Second.Size","Second.dive_table_id","Second.ObsTime","Second.id","Second.date","Second.name","First.lat","First.lon","Second.lat","Second.lon","date_eval","distkm","disteval","size_eval"
"L2731",1020,"L3137",1038,956,64,0,0,"Fuzzy match","D2896","E2538","APCL15_369558","D3294","E2538","APCL15_369558",0.0627450980392157,1655,1914,10.2,165,"14:20:00",165,"2015-06-05","Cabatuan",1655,1914,10.2,165,"14:20:00",165,"2015-06-05","Cabatuan",10.85484123,124.72779846,10.85484123,124.72779846,"FAIL",0,NA,NA
"L2829",1038,"L3164",1037,972,65,0,0,"Fuzzy match","D3173","E2894","APCL15_371588","D3337","E3001","APCL16_033",0.0626808100289296,1334,1618,9.1,151,"10:44:00",151,"2015-05-29","Palanas",76,58,9.5,214,"10:32:00",214,"2016-05-13","Palanas",10.87439919,124.71057892,10.87442684,124.71057129,NA,0.0031856415932557,NA,NA
"L2909",1035,"L3145",1035,1000,35,0,0,"Fuzzy match","D3047","E2785","APCL15_375598","D3273","E1483","APCL14_450",0.0338164251207729,1374,1654,9.1,152,"14:31:00",152,"2015-05-29","Palanas",2588,3688,4.4,115,"15:02:00",115,"2014-06-24","Wangag",10.87438774,124.71073151,10.87138939,124.71405029,NA,0.492437846375171,"FAIL",NA
"L2601",1033,"L3147",1033,991,42,0,0,"Fuzzy match","D2731","E2373","APCL15_403708","D3307","E2970","APCL16_003",0.0406582768635044,1775,2033,8.7,176,"11:51:00",176,"2015-06-13","Sitio Baybayon",15,748,9.9,212,"10:43:00",212,"2016-05-12","Sitio Baybayon",10.63339424,124.77683258,10.63335037,124.77684784,NA,0.00515543248902441,NA,NA
"L2754",1027,"L3138",1038,961,66,0,0,"Fuzzy match","D2946","E2588","APCL15_402724","D3295","E2588","APCL15_402724",0.0642648490749757,1480,1746,8.8,157,"15:18:00",157,"2015-05-31","Wangag",1480,1746,8.8,157,"15:18:00",157,"2015-05-31","Wangag",10.87136459,124.71395874,10.87136459,124.71395874,"FAIL",0.000134258785931453,NA,NA
"L2837",1038,"L3151",1035,984,51,0,0,"Fuzzy match","D3181","E2902","APCL15_371727","D3299","E2931","APCL15_373943",0.0492753623188406,1824,2080,8.8,178,"11:21:00",178,"2015-06-14","Sitio Baybayon",1366,1646,9.2,152,"14:03:00",152,"2015-05-29","Palanas",10.63424301,124.77680969,10.87429047,124.71089172,NA,27.646346632276,"FAIL",NA
"L2818",1020,"L3127",1038,961,59,0,0,"Fuzzy match","D3141","E2851","APCL15_372744","D3284","E1297","APCL14_436",0.057843137254902,1382,1662,9.6,152,"15:25:00",152,"2015-05-29","Palanas",2564,3180,5,115,"13:30:00",115,"2014-06-24","Wangag",10.87388039,124.71073914,10.87184334,124.71381378,NA,0.405009391749787,"FAIL",NA
"L2818",1020,"L3140",1034,957,62,0,0,"Fuzzy match","D3141","E2851","APCL15_372744","D3298","E2851","APCL15_372744",0.0608439646712463,1382,1662,9.6,152,"15:25:00",152,"2015-05-29","Palanas",1382,1662,9.6,152,"15:25:00",152,"2015-05-29","Palanas",10.87388039,124.71073914,10.87388039,124.71073914,"FAIL",0,NA,NA
"L2904",1029,"L3154",1038,949,80,0,0,"Fuzzy match","D3019","E2757","APCL15_405940","D3258","E1245","APCL14_384",0.0777453838678328,1417,2167,10.2,154,"14:26:00",154,"2015-05-30","Palanas",2407,3089,8,113,"14:30:00",113,"2014-06-23","Wangag",10.87284946,124.71224976,10.87054062,124.71481323,NA,0.379830420617214,"FAIL",NA
"L2850",1012,"L3139",1038,933,79,0,0,"Fuzzy match","D3209","E2931","APCL15_373943","D3261","E1488","APCL14_455",0.0780632411067194,1366,1646,9.2,152,"14:03:00",152,"2015-05-29","Palanas",2605,3213,4.6,117,"09:44:00",117,"2014-06-26","Magbangon",10.87429047,124.71089172,10.85980606,124.72263336,NA,2.05865013441234,"FAIL",NA
"L2988",928,"L3159",1038,854,74,0,0,"Fuzzy match","D3264","E0570","APCL13_447","D3278","E1480","APCL14_447",0.0797413793103448,3506,4927,5.1,47,"09:19:30",47,"2013-05-31","Palanas",2581,3196,5.3,115,"14:45:00",115,"2014-06-24","Wangag",10.87384892,124.71058655,10.87144661,124.71394348,NA,0.453576105945781,"FAIL",NA
"L3000",999,"L3113",1033,942,53,0,0,"Fuzzy match","D3252","E0328","APCL13_205","D3303","E0792","APCL14_007",0.0532663316582915,3002,4212,10.3,35,"10:51:30",35,"2013-05-27","Palanas",1866,3354,10.2,86,"15:49:30",86,"2014-06-07","Visca",10.87330437,124.71200562,10.74289894,124.7870636,NA,16.6574199304821,"FAIL",NA
"L3111",1038,"L3154",1038,986,52,0,0,"Fuzzy match","D3302","E2757","APCL15_405940","D3258","E1245","APCL14_384",0.0500963391136802,1417,2167,10.2,154,"14:26:00",154,"2015-05-30","Palanas",2407,3089,8,113,"14:30:00",113,"2014-06-23","Wangag",10.87284946,124.71224976,10.87054062,124.71481323,NA,0.379830420617214,"FAIL",NA
"L3112",1036,"L3156",1036,979,56,0,0,"Fuzzy match","D3296","E2617","APCL15_355704","D3282","E1397","APCL14_558",0.0541062801932367,1633,1892,8.6,163,"15:09:00",163,"2015-06-04","Magbangon",2778,3346,4.7,130,"13:12:00",130,"2014-07-02","Magbangon",10.86088943,124.72187042,10.87435341,124.71061707,NA,1.93688342297638,"FAIL",NA
"L3122",1032,"L3138",1038,980,52,0,0,"Fuzzy match","D3274","E1382","APCL14_543","D3295","E2588","APCL15_402724",0.0503875968992248,2762,3332,8.9,130,"11:52:00",130,"2014-07-02","Magbangon",1480,1746,8.8,157,"15:18:00",157,"2015-05-31","Wangag",10.85840797,124.72428894,10.87136459,124.71395874,NA,1.82980885002569,"FAIL",NA
"L3127",1038,"L3140",1034,998,36,0,0,"Fuzzy match","D3284","E1297","APCL14_436","D3298","E2851","APCL15_372744",0.034816247582205,2564,3180,5,115,"13:30:00",115,"2014-06-24","Wangag",1382,1662,9.6,152,"15:25:00",152,"2015-05-29","Palanas",10.87184334,124.71381378,10.87388039,124.71073914,NA,0.405009391749787,"FAIL",NA
