"anem_table_id","sample_id","size","anem_id","old_anem_id"
1841,"APCL15_372461",9.4,559,NA
1842,"APCL15_371381",9.2,558,NA
1844,"APCL15_371833",6.9,775,NA
1846,"APCL15_355541",9.4,2172,NA
1847,"APCL15_355417",10.4,563,NA
1849,"APCL15_355443",9.8,1010,NA
1850,"APCL15_372099",8.3,574,NA
1317,"APCL15_373270",4.5,776,NA
1319,"APCL15_372291",9.4,1285,NA
1320,"APCL15_374017",9.6,801,NA
1325,"APCL15_375881",8.7,1288,NA
1328,"APCL15_374441",8.3,132,NA
1350,"APCL15_371354",7.9,1033,NA
1366,"APCL15_370907",5.9,730,NA
1383,"APCL15_373033",6.9,480,NA
1387,"APCL15_375642",5.8,1029,NA
1399,"APCL15_005",4.2,2017,NA
1404,"APCL15_008",4.7,913,NA
1423,"APCL15_404829",11.7,417,NA
1427,"APCL15_403566",6.6,2021,884
1435,"APCL15_019",4.2,881,NA
1451,"APCL15_021",4.1,2026,NA
1458,"APCL15_407055",7.6,NA,NA
1570,"APCL15_407572",8.7,2081,NA
1575,"APCL15_407589",7.8,2085,NA
1588,"APCL15_403716",7.3,1289,NA
1630,"APCL15_369053",9.2,2118,NA
1642,"APCL15_369281",8,691,NA
1643,"APCL15_372316",6.3,929,NA
1645,"APCL15_370157",7.1,930,NA
1666,"APCL15_101",5.8,698,NA
1668,"APCL15_102",4.4,1269,NA
1674,"APCL15_368773",6.1,702,NA
1702,"APCL15_368417",11.6,2133,NA
1704,"APCL15_115",4.8,2135,NA
1716,"APCL15_369857",8.8,447,NA
1730,"APCL15_403352",9.5,394,NA
1757,"APCL15_133",5.6,782,NA
1766,"APCL15_403603",9.6,2158,NA
1784,"APCL15_139",5.8,1017,NA
1787,"APCL15_142",4.7,403,NA
1801,"ACPL15_355045",10,766,NA
1807,"APCL15_150",5,769,NA
1837,"APCL15_156",4.1,1009,NA
1839,"APCL15_157",4.3,1153,NA
1844,"APCL15_159",5.3,775,NA
1319,"APCL15_371404",10.1,1285,NA
1320,"APCL15_371477",11.2,801,NA
1325,"APCL15_370851",7.9,1288,NA
1334,"APCL15_373375",10.3,2002,NA
1350,"APCL15_375493",8.8,1033,NA
1411,"APCL15_407137",8.4,426,NA
1423,"APCL15_404060",10.4,417,NA
1642,"APCL15_356312",9.2,691,NA
1643,"APCL15_079",4.4,929,NA
1645,"APCL15_368338",10,930,NA
1702,"APCL15_355666",10.5,2133,NA
1748,"APCL15_404993",8.9,2150,NA
1757,"APCL15_134",4.1,782,NA
1784,"APCL15_140",4.5,1017,NA
1801,"ACPL15_372649",8.4,766,NA
1837,"APCL15_354219",6.3,1009,NA
1642,"APCL15_077",4,691,NA
1643,"APCL15_373186",7.8,929,NA
1645,"APCL15_080",5.9,930,NA
1702,"APCL15_114",4.5,2133,NA
1642,"APCL15_078",5.1,691,NA
1645,"APCL15_368852",7.8,930,NA
1645,"APCL15_364882",7.7,930,NA
1645,"APCL15_354944",6.7,930,NA
1645,"APCL15_355618",7.3,930,NA
1645,"APCL15_372788",7,930,NA
1645,"APCL15_081",5.7,930,NA
1645,"APCL15_082",5.5,930,NA
1645,"APCL15_083",4.7,930,NA
1645,"APCL15_084",4.1,930,NA
1862,"APCL14_001",7.1,375,NA
1865,"APCL14_004",10,376,NA
1866,"APCL14_006",8.8,284,NA
1867,"APCL14_008",9.7,377,NA
1868,"APCL14_010",3.9,378,NA
1870,"APCL14_011",7.9,379,NA
1872,"APCL14_012",4.6,22,NA
1874,"APCL14_014",9,381,NA
1875,"APCL14_015",9.5,14,NA
1880,"APCL14_019",3.5,383,NA
1883,"APCL14_020",4.5,384,NA
1886,"APCL14_021",6.25,385,NA
1888,"APCL14_022",6.8,386,NA
1895,"APCL14_024",4.8,387,187
1898,"APCL14_025",4.7,388,NA
1899,"APCL14_026",4.8,389,NA
1903,"APCL14_027",3.7,390,NA
1904,"APCL14_028",4.1,NA,NA
1906,"APCL14_030",3.5,392,NA
1912,"APCL14_031",4,393,83
1913,"APCL14_032",9.6,394,NA
1916,"APCL14_033",10.1,395,76
1923,"APCL14_037",5.1,398,NA
1924,"APCL14_038",5.3,399,NA
1925,"APCL14_040",8.8,400,NA
1926,"APCL14_041",7.4,401,NA
1929,"APCL14_042",8.8,402,NA
1930,"APCL14_044",6.5,403,NA
1931,"APCL14_045",4.9,404,NA
1933,"APCL14_047",6.7,405,NA
1934,"APCL14_049",8.8,406,NA
1937,"APCL14_051",4.2,407,NA
1939,"APCL14_052",8.8,408,NA
1941,"APCL14_560",7.8,409,NA
1942,"APCL14_056",5.5,410,NA
1944,"APCL14_057",6.7,NA,NA
1948,"APCL14_060",8.5,411,NA
1951,"APCL14_062",7.8,412,NA
1956,"APCL14_064",4.8,413,NA
1960,"APCL14_065",6.3,414,NA
1962,"APCL14_067",6,415,NA
1963,"APCL14_068",10.6,417,NA
1966,"APCL14_069",3.8,416,NA
1967,"APCL14_070",9.3,418,NA
1969,"APCL14_072",10.5,419,NA
1972,"APCL14_073",10.1,420,NA
1974,"APCL14_075",6.3,421,NA
1976,"APCL14_077",5.2,422,NA
1980,"APCL14_080",4.9,424,NA
1982,"APCL14_078",9,423,NA
1983,"APCL14_082",9.2,425,NA
1984,"APCL14_085",6,426,NA
1985,"APCL14_088",8.9,427,NA
1989,"APCL14_092",4.8,429,NA
1995,"APCL14_095",7.5,430,279
1996,"APCL14_099",5.5,431,NA
1998,"APCL14_101",5,432,NA
1999,"APCL14_103",5.8,433,NA
2002,"APCL14_105",5.8,434,110
2003,"APCL14_107",5,435,NA
2006,"APCL14_109",4.7,436,109
2013,"APCL14_110",7.9,437,NA
2017,"APCL14_111",7.7,438,NA
2021,"APCL14_114",5.6,439,NA
2024,"APCL14_115",8.4,440,NA
2028,"APCL14_117",9,441,NA
2031,"APCL14_118",6.6,442,NA
2032,"APCL14_119",5.9,443,NA
2036,"APCL14_120",8.7,444,NA
2039,"APCL14_121",8.5,445,NA
2040,"APCL14_122",4.2,446,NA
2043,"APCL14_123",7.2,447,NA
2046,"APCL14_124",8,448,NA
2047,"APCL14_125",8.8,449,NA
2049,"APCL14_126",8.1,450,NA
2052,"APCL14_128",10.2,451,73
2053,"APCL14_130",6.3,452,NA
2059,"APCL14_132",5.8,453,79
2065,"APCL14_133",5.2,455,NA
2066,"APCL14_134",4.5,456,NA
2067,"APCL14_135",8.3,457,NA
2072,"APCL14_138",5.3,458,NA
2076,"APCL14_140",7.8,457,NA
2080,"APCL14_142",6.2,459,NA
2082,"APCL14_143",4.1,460,NA
2083,"APCL14_144",3.7,461,NA
2089,"APCL14_145",4.8,462,NA
2092,"APCL14_146",8,463,NA
2093,"APCL14_148",7,464,NA
2095,"APCL14_149",6.8,465,NA
2101,"APCL14_152",4.3,467,NA
2102,"APCL14_150",6.3,466,NA
2106,"APCL14_153",8.4,468,NA
2120,"APCL14_154",5.7,476,NA
2122,"APCL14_155",5.2,477,NA
2125,"APCL14_156",4.5,478,NA
2129,"APCL14_157",8.9,479,NA
2130,"APCL14_160",5,480,NA
2133,"APCL14_162",5.2,481,NA
2136,"APCL14_165",9.6,482,262
2137,"APCL14_167",4.4,483,NA
2139,"APCL14_168",7.8,484,NA
2145,"APCL14_169",9.7,485,NA
2147,"APCL14_171",9.9,486,NA
2148,"APCL14_174",3.2,487,NA
2149,"APCL14_176",10.1,488,NA
2150,"APCL14_177",6.4,489,NA
2152,"APCL14_178",7.8,490,NA
2153,"APCL14_180",9.2,491,NA
2154,"APCL14_182",5.5,492,NA
2158,"APCL14_184",9.2,493,NA
2159,"APCL14_185",4.8,494,NA
2160,"APCL14_186",5.5,495,NA
2161,"APCL14_187",4.4,496,NA
2163,"APCL14_188",4,497,NA
2168,"APCL14_189",3.7,498,264
2171,"APCL14_190",3.7,499,NA
2173,"APCL14_192",5.7,500,121
2176,"APCL14_193",5.6,526,NA
2179,"APCL14_195",5.4,527,NA
2181,"APCL14_196",6,528,NA
2182,"APCL14_198",3.8,529,NA
2188,"APCL14_200",3.6,469,214
2191,"APCL14_202",9.2,470,NA
2193,"APCL14_203",9.6,217,NA
2194,"APCL14_205",4.4,471,NA
2201,"APCL14_206",4,472,NA
2208,"APCL14_208",5.2,473,NA
2210,"APCL14_209",4.4,474,NA
2212,"APCL14_210",3.7,475,NA
2216,"APCL14_211",8.8,501,NA
2217,"APCL14_213",4,502,NA
2229,"APCL14_214",3.8,503,NA
2230,"APCL14_215",4.4,504,NA
2233,"APCL14_216",4.6,505,NA
2234,"APCL14_217",4.4,506,NA
2235,"APCL14_218",4,507,NA
2236,"APCL14_219",4.5,508,NA
2238,"APCL14_221",7.5,NA,NA
2240,"APCL14_222",7.6,509,NA
2241,"APCL14_223",5.9,510,NA
2243,"APCL14_225",4.7,511,NA
2244,"APCL14_226",6.3,512,NA
2246,"APCL14_227",4.5,513,NA
2248,"APCL14_229",4.5,514,NA
2249,"APCL14_230",4.5,515,NA
2250,"APCL14_231",5.4,516,NA
2252,"APCL14_233",5.8,517,NA
2253,"APCL14_234",5,518,NA
2255,"APCL14_236",5.5,519,NA
2258,"APCL14_238",5.1,520,NA
2259,"APCL14_240",6,521,NA
2260,"APCL14_242",3.9,522,366
2263,"APCL14_243",9.8,523,NA
2265,"APCL14_244",8.1,NA,NA
2266,"APCL14_245",5.5,524,NA
2267,"APCL14_246",4.4,525,NA
2268,"APCL14_247",7,530,NA
2269,"APCL14_248",9.3,531,NA
2270,"APCL14_249",8.3,532,NA
2273,"APCL14_250",7.9,412,NA
2275,"APCL14_251",5.4,533,NA
2276,"APCL14_253",9.3,534,NA
2277,"APCL14_254",9.2,535,NA
2279,"APCL14_255",8.2,536,NA
2282,"APCL14_257",8.2,537,NA
2284,"APCL14_259",8.2,538,327
2285,"APCL14_261",9,539,NA
2286,"APCL14_263",9,540,NA
2287,"APCL14_264",6.8,541,NA
2288,"APCL14_265",9,542,NA
2292,"APCL14_267",7.6,543,NA
2294,"APCL14_269",5.1,544,NA
2295,"APCL14_270",5.4,545,NA
2296,"APCL14_272",7.7,546,NA
2298,"APCL14_274",8.2,547,NA
2299,"APCL14_276",9.1,548,NA
2300,"APCL14_277",5,549,NA
2301,"APCL14_278",9.4,550,NA
2302,"APCL14_281",7.3,551,NA
2304,"APCL14_282",9,552,NA
2306,"APCL14_284",6,554,NA
2307,"APCL14_285",8,555,NA
2310,"APCL14_286",7.8,556,NA
2311,"APCL14_288",8.9,557,NA
2313,"APCL14_290",9.1,558,NA
2314,"APCL14_292",7.5,559,NA
2315,"APCL14_294",4.3,560,NA
2316,"APCL14_295",4.6,561,NA
2319,"APCL14_296",4.9,562,NA
2320,"APCL14_299",9.3,563,NA
2321,"APCL14_300",5.5,564,NA
2322,"APCL14_302",4.5,565,NA
2326,"APCL14_303",4.5,566,NA
2327,"APCL14_304",3.6,567,NA
2328,"APCL14_307",4.8,568,NA
2329,"APCL14_308",6.3,569,NA
2330,"APCL14_309",8.3,570,NA
2331,"APCL14_310",4.5,571,NA
2332,"APCL14_311",4.3,572,NA
2333,"APCL14_312",5.8,573,NA
2334,"APCL14_313",6.5,574,NA
2336,"APCL14_315",8.4,575,NA
2337,"APCL14_317",7.1,553,NA
2339,"APCL14_318",8,576,NA
2341,"APCL14_320",4.9,577,NA
2342,"APCL14_322",8.2,578,NA
2347,"APCL14_350",8.4,579,NA
2348,"APCL14_351",4.9,580,NA
2349,"APCL14_352",8.3,581,NA
2355,"APCL14_354",4.5,582,NA
2359,"APCL14_356",7.4,583,NA
2361,"APCL14_357",9.4,584,NA
2364,"APCL14_359",10.1,585,NA
2368,"APCL14_360",8.4,232,NA
2369,"APCL14_361",4.7,586,NA
2371,"APCL14_362",4.6,235,NA
2374,"APCL14_364",5,587,NA
2376,"APCL14_365",4.2,588,NA
2378,"APCL14_366",3.6,589,NA
2379,"APCL14_367",3.6,590,NA
2380,"APCL14_368",3.9,591,NA
2381,"APCL14_369",7.5,592,NA
2382,"APCL14_371",8.5,593,NA
2384,"APCL14_373",6.3,594,NA
2387,"APCL14_375",5,247,NA
2389,"APCL14_376",5.3,595,NA
2391,"APCL14_377",8.2,596,NA
2392,"APCL14_378",4.1,597,NA
2394,"APCL14_380",4,598,NA
2396,"APCL14_379",9,599,NA
2403,"APCL14_382",4.4,600,NA
2405,"APCL14_383",6.2,601,NA
2407,"APCL14_384",8,602,NA
2408,"APCL14_385",4.5,603,NA
2415,"APCL14_386",4.7,NA,NA
2470,"APCL14_389",3.7,605,NA
2472,"APCL14_391",6.4,607,NA
2473,"APCL14_390",9.1,606,NA
2474,"APCL14_392",4,608,176
2475,"APCL14_394",4.4,609,NA
2476,"APCL14_395",4.5,610,NA
2477,"APCL14_396",4.1,611,NA
2479,"APCL14_397",4.3,612,NA
2481,"APCL14_398",8.1,613,NA
2482,"APCL14_399",5.5,614,NA
2483,"APCL14_401",5.8,615,NA
2485,"APCL14_402",5,617,NA
2486,"APCL14_404",5.6,618,NA
2487,"APCL14_405",4.2,619,NA
2488,"APCL14_406",4.2,620,NA
2489,"APCL14_407",4.3,621,NA
2490,"APCL14_408",4.2,622,NA
2492,"APCL14_410",5,623,NA
2493,"APCL14_412",5.3,624,NA
2494,"APCL14_413",7.2,625,NA
2495,"APCL14_417",4.9,627,NA
2496,"APCL14_415",10.7,626,NA
2497,"APCL14_419",5.4,628,NA
2505,"APCL14_324",5.3,629,NA
2514,"APCL14_325",4.5,630,NA
2515,"APCL14_326",7.9,631,NA
2518,"APCL14_327",5.2,632,NA
2519,"APCL14_328",4.1,634,NA
2520,"APCL14_329",4.4,635,NA
2525,"APCL14_330",8.8,633,NA
2526,"APCL14_331",4.9,636,NA
2527,"APCL14_333",8,NA,NA
2528,"APCL14_334",8.9,637,NA
2531,"APCL14_336",4.6,638,NA
2532,"APCL14_337",4.8,639,NA
2533,"APCL14_338",4.6,640,NA
2535,"APCL14_339",3.8,641,NA
2536,"APCL14_340",3.7,642,NA
2540,"APCL14_345",4.9,164,NA
2541,"APCL14_341",4.3,643,NA
2542,"APCL14_342",4.5,182,NA
2543,"APCL14_343",4.5,644,NA
2544,"APCL14_344",5.3,645,NA
2547,"APCL14_346",5.1,646,NA
2548,"APCL14_348",5.1,647,NA
2550,"APCL14_349",4.1,648,NA
2551,"APCL14_421",4.3,649,NA
2552,"APCL14_422",4.3,650,NA
2553,"APCL14_423",5.5,651,NA
2554,"APCL14_424",5.2,652,NA
2555,"APCL14_425",5.2,653,NA
2557,"APCL14_426",5.1,654,NA
2558,"APCL14_428",4.4,656,NA
2559,"APCL14_430",4,658,NA
2560,"APCL14_429",4.8,657,NA
2561,"APCL14_431",4.3,659,NA
2562,"APCL14_433",7.6,660,NA
2563,"APCL14_435",4.4,661,NA
2564,"APCL14_436",5,662,NA
2565,"APCL14_438",9.1,663,NA
2567,"APCL14_439",4.8,664,NA
2569,"APCL14_440",4.8,665,NA
2570,"APCL14_441",3.8,666,NA
2574,"APCL14_442",5,667,NA
2576,"APCL14_443",4,625,NA
2577,"APCL14_444",4.3,668,NA
2579,"APCL14_445",4.2,669,NA
2580,"APCL14_446",4.1,670,NA
2581,"APCL14_447",5.3,671,NA
2583,"APCL14_448",9.2,672,NA
2588,"APCL14_449",4.5,673,NA
2590,"APCL14_451",9.3,607,NA
2591,"APCL14_489",4.3,674,NA
2595,"APCL14_490",5.8,675,NA
2599,"APCL14_452",7.7,676,NA
2601,"APCL14_453",4.7,677,NA
2603,"APCL14_454",5.1,678,NA
2605,"APCL14_455",4.6,679,NA
2612,"APCL14_456",8.1,NA,NA
2615,"APCL14_457",8,680,NA
2617,"APCL14_458",6.8,NA,NA
2622,"APCL14_459",6.3,681,NA
2624,"APCL14_460",5.3,682,NA
2628,"APCL14_461",4.1,683,NA
2630,"APCL14_462",4.7,684,NA
2631,"APCL14_463",5.7,685,NA
2636,"APCL14_464",6.4,688,NA
2637,"APCL14_465",4.1,689,NA
2641,"APCL14_466",5.6,NA,NA
2647,"APCL14_467",6.1,198,NA
2648,"APCL14_471",6.4,200,NA
2649,"APCL14_469",8.5,690,NA
2650,"APCL14_472",8.4,691,NA
2653,"APCL14_480",10.7,692,NA
2654,"APCL14_483",10.5,693,NA
2670,"APCL14_491",8.2,NA,NA
2671,"APCL14_492",9.8,694,NA
2676,"APCL14_493",8,695,NA
2678,"APCL14_495",4.8,696,NA
2679,"APCL14_496",9.1,697,NA
2681,"APCL14_498",9.3,698,NA
2683,"APCL14_499",9.9,699,NA
2684,"APCL14_502",3.6,700,NA
2687,"APCL14_503",4.8,701,NA
2689,"APCL14_504",7.6,702,NA
2696,"APCL14_508",3.6,703,NA
2697,"APCL14_509",3.9,NA,NA
2702,"APCL14_510",4.4,705,NA
2703,"APCL14_512",6.9,706,37
2704,"APCL14_513",4.6,707,NA
2706,"APCL14_514",4.1,708,NA
2708,"APCL14_515",8.2,709,NA
2709,"APCL14_517",4.2,710,NA
2713,"APCL14_518",9.7,711,NA
2720,"APCL14_520",7.3,712,NA
2721,"APCL14_523",9.6,713,NA
2723,"APCL14_525",9.2,714,NA
2726,"APCL14_527",4.2,715,NA
2727,"APCL14_528",9,NA,NA
2730,"APCL14_531",4.2,717,NA
2731,"APCL14_529",7.1,716,NA
2737,"APCL14_532",3.8,718,31
2738,"APCL14_533",7.3,719,NA
2744,"APCL14_534",4.1,720,NA
2746,"APCL14_535",4.5,721,NA
2748,"APCL14_536",4.5,722,NA
2749,"APCL14_537",5.2,723,NA
2750,"APCL14_538",7.5,34,NA
2753,"APCL14_539",7.1,724,NA
2759,"APCL14_541",5,208,NA
2760,"APCL14_542",4.4,206,NA
2762,"APCL14_543",8.9,725,NA
2765,"APCL14_545",8.4,726,NA
2766,"APCL14_547",5.2,129,NA
2768,"APCL14_548",7.4,727,NA
2769,"APCL14_549",8.3,728,NA
2773,"APCL14_551",8.1,729,NA
2774,"APCL14_552",4,730,NA
2775,"APCL14_554",5.8,731,NA
2776,"APCL14_556",6.2,732,NA
2777,"APCL14_557",7.2,733,NA
2778,"APCL14_558",4.7,734,NA
2780,"APCL14_559",7.2,132,NA
1862,"APCL14_002",4.4,375,NA
1865,"APCL14_005",11,376,NA
1866,"APCL14_007",10.2,284,NA
1867,"APCL14_009",8.1,377,NA
1873,"APCL14_013",3.7,380,NA
1875,"APCL14_016",3.6,14,NA
1876,"APCL14_018",4,382,NA
1888,"APCL14_023",8.5,386,NA
1916,"APCL14_034",7.2,395,76
1924,"APCL14_039",3.6,399,NA
1929,"APCL14_043",7.3,402,NA
1931,"APCL14_046",5.6,404,NA
1933,"APCL14_048",4.1,405,NA
1934,"APCL14_050",9.5,406,NA
1939,"APCL14_053",7.8,408,NA
1941,"APCL14_055",7.8,409,NA
1944,"APCL14_058",4.3,NA,NA
1948,"APCL14_061",4.4,411,NA
1951,"APCL14_063",4.4,412,NA
1960,"APCL14_066",3.5,414,NA
1967,"APCL14_071",4.5,418,NA
1972,"APCL14_074",4.1,420,NA
1974,"APCL14_076",4,421,NA
1982,"APCL14_079",3.5,423,NA
1983,"APCL14_083",9,425,NA
1984,"APCL14_086",4,426,NA
1985,"APCL14_089",5.2,427,NA
1989,"APCL14_093",4.4,429,NA
1995,"APCL14_097",10.1,430,279
2017,"APCL14_112",7,438,NA
2024,"APCL14_116",3.5,440,NA
2049,"APCL14_127",4.2,450,NA
2052,"APCL14_129",4.9,451,73
2066,"APCL14_141",6,456,NA
2072,"APCL14_139",4.8,458,NA
2092,"APCL14_147",8.3,463,NA
2102,"APCL14_151",4.8,466,NA
2129,"APCL14_158",7.8,479,NA
2130,"APCL14_161",4.2,480,NA
2133,"APCL14_163",8.4,481,NA
2136,"APCL14_166",5.2,482,262
2145,"APCL14_170",10.2,485,NA
2147,"APCL14_172",9.9,486,NA
2148,"APCL14_175",11.2,487,NA
2152,"APCL14_179",5.6,490,NA
2153,"APCL14_181",10.1,491,NA
2154,"APCL14_183",4.7,492,NA
2171,"APCL14_191",4.5,499,NA
2176,"APCL14_194",4.7,526,NA
2181,"APCL14_197",6,528,NA
2188,"APCL14_201",8.6,469,214
2193,"APCL14_204",10.2,217,NA
2201,"APCL14_207",5.6,472,NA
2216,"APCL14_212",4.3,501,NA
2236,"APCL14_220",5.7,508,NA
2241,"APCL14_224",5.1,510,NA
2246,"APCL14_228",5.6,513,NA
2249,"APCL14_232",4.6,515,NA
2253,"APCL14_235",6.7,518,NA
2255,"APCL14_237",4.4,519,NA
2258,"APCL14_239",6.4,520,NA
2259,"APCL14_241",5.5,521,NA
2275,"APCL14_252",7,533,NA
2279,"APCL14_256",9.3,536,NA
2284,"APCL14_260",4.3,538,327
2285,"APCL14_262",6.8,539,NA
2288,"APCL14_266",7.5,542,NA
2292,"APCL14_268",8.3,543,NA
2295,"APCL14_271",4.3,545,NA
2296,"APCL14_273",7.5,546,NA
2298,"APCL14_275",8.7,547,NA
2301,"APCL14_279",9.5,550,NA
2302,"APCL14_280",7.8,551,NA
2304,"APCL14_283",8.9,552,NA
2310,"APCL14_287",9.2,556,NA
2311,"APCL14_289",9.5,557,NA
2313,"APCL14_291",9,558,NA
2314,"APCL14_293",4.6,559,NA
2319,"APCL14_297",8.5,562,NA
2321,"APCL14_301",3.6,564,NA
2327,"APCL14_305",8,567,NA
2334,"APCL14_314",5.1,574,NA
2336,"APCL14_316",8.9,575,NA
2339,"APCL14_319",8.4,576,NA
2341,"APCL14_321",7.7,577,NA
2342,"APCL14_323",6.2,578,NA
2349,"APCL14_353",5.9,581,NA
2355,"APCL14_355",5.1,582,NA
2361,"APCL14_358",4.2,584,NA
2371,"APCL14_363",4.8,235,NA
2381,"APCL14_370",3.6,592,NA
2382,"APCL14_372",7,593,NA
2384,"APCL14_374",7.4,594,NA
2396,"APCL14_381",4.5,599,NA
2415,"APCL14_387",10.1,NA,NA
2474,"APCL14_393",5.1,608,176
2482,"APCL14_400",4.3,614,NA
2485,"APCL14_403",4.3,617,NA
2490,"APCL14_409",4.8,622,NA
2494,"APCL14_414",4.4,625,NA
2495,"APCL14_418",4.3,627,NA
2496,"APCL14_416",9.1,626,NA
2497,"APCL14_420",3.6,628,NA
2526,"APCL14_332",3.6,636,NA
2528,"APCL14_335",9.2,637,NA
2547,"APCL14_347",4,646,NA
2557,"APCL14_427",3.7,654,NA
2561,"APCL14_432",5.7,659,NA
2562,"APCL14_434",3.6,660,NA
2564,"APCL14_437",4.8,662,NA
2588,"APCL14_450",4.4,673,NA
2647,"APCL14_468",9.6,198,NA
2649,"APCL14_470",9,690,NA
2650,"APCL14_473",8.6,691,NA
2653,"APCL14_481",9.8,692,NA
2654,"APCL14_484",9.8,693,NA
2676,"APCL14_494",8.6,695,NA
2679,"APCL14_497",8.6,697,NA
2683,"APCL14_500",8.8,699,NA
2689,"APCL14_505",4.9,702,NA
2702,"APCL14_511",7,705,NA
2708,"APCL14_516",8.8,709,NA
2713,"APCL14_519",3.8,711,NA
2720,"APCL14_521",5.3,712,NA
2721,"APCL14_524",5.3,713,NA
2723,"APCL14_526",8.5,714,NA
2731,"APCL14_530",6.4,716,NA
2753,"APCL14_540",4,724,NA
2762,"APCL14_544",9.8,725,NA
2765,"APCL14_546",8.1,726,NA
2769,"APCL14_550",9.4,728,NA
2774,"APCL14_553",6.1,730,NA
2775,"APCL14_555",3.6,731,NA
1862,"APCL14_003",9.9,375,NA
1875,"APCL14_017",9.3,14,NA
1916,"APCL14_035",8.5,395,76
1939,"APCL14_054",5.3,408,NA
1995,"APCL14_098",10.7,430,279
2129,"APCL14_159",4.4,479,NA
2133,"APCL14_164",3.9,481,NA
2147,"APCL14_173",3.6,486,NA
2279,"APCL14_258",7.8,536,NA
2319,"APCL14_298",8.7,562,NA
2327,"APCL14_306",8.2,567,NA
2415,"APCL14_388",9.6,NA,NA
2650,"APCL14_474",7,691,NA
2653,"APCL14_482",4.7,692,NA
2654,"APCL14_485",6.8,693,NA
2683,"APCL14_501",5.6,699,NA
2689,"APCL14_506",4.2,702,NA
2720,"APCL14_522",3.8,712,NA
1916,"APCL14_036",11.1,395,76
2650,"APCL14_475",5.1,691,NA
2654,"APCL14_486",7.5,693,NA
2689,"APCL14_507",8.4,702,NA
2650,"APCL14_476",6.8,691,NA
2654,"APCL14_487",4.4,693,NA
2650,"APCL14_477",4.6,691,NA
2654,"APCL14_488",4.5,693,NA
2650,"APCL14_478",8.2,691,NA
2650,"APCL14_479",4.4,691,NA
2782,"APCL13_001",9.8,NA,NA
2783,"APCL13_002",4.8,2,NA
2784,"APCL13_006",10,1,NA
2785,"APCL13_004",9.8,3,NA
2787,"APCL13_005",7.8,4,NA
2792,"APCL13_007",7,5,NA
2793,"APCL13_009",10,6,NA
2795,"APCL13_011",11.7,7,NA
2797,"APCL13_013",10.2,8,NA
2799,"APCL13_016",11.1,9,NA
2802,"APCL13_017",12,10,NA
2804,"APCL13_020",11.4,15,NA
2807,"APCL13_022",12.4,11,NA
2809,"APCL13_023",11,12,NA
2810,"APCL13_025",5.1,13,NA
2813,"APCL13_027",9.4,14,NA
2814,"APCL13_026",3.5,16,NA
2816,"APCL13_029",2.7,17,NA
2817,"APCL13_031",7.4,18,NA
2819,"APCL13_033",4.2,19,NA
2820,"APCL13_034",3.1,20,NA
2823,"APCL13_038",3.4,22,NA
2825,"APCL13_036",2.9,21,NA
2828,"APCL13_039",7.7,23,NA
2830,"APCL13_041",3.8,24,NA
2831,"APCL13_042",7.4,25,NA
2834,"APCL13_046",7.1,27,NA
2835,"APCL13_044",9.1,26,NA
2836,"APCL13_047",3.6,28,NA
2837,"APCL13_048",4,29,NA
2839,"APCL13_049",6.4,31,NA
2842,"APCL13_053",2.6,32,NA
2843,"APCL13_054",3.2,33,NA
2844,"APCL13_056",3,34,NA
2846,"APCL13_057",3.2,35,NA
2848,"APCL13_061",4.1,36,NA
2850,"APCL13_062",5.1,37,NA
2852,"APCL13_064",3.8,38,NA
2853,"APCL13_065",6.6,39,NA
2854,"APCL13_067",4.6,40,NA
2858,"APCL13_071",2.9,41,NA
2861,"APCL13_072",7.8,42,NA
2863,"APCL13_076",6.5,43,NA
2866,"APCL13_077",4.8,44,NA
2868,"APCL13_079",3.4,45,NA
2874,"APCL13_082",8.4,46,NA
2877,"APCL13_083",9.7,47,NA
2879,"APCL13_084",3.6,48,NA
2881,"APCL13_086",4.1,49,NA
2882,"APCL13_087",9.8,50,NA
2883,"APCL13_089",7.9,51,NA
2884,"APCL13_091",8.2,52,NA
2885,"APCL13_093",6.4,53,NA
2886,"APCL13_095",8.4,54,NA
2889,"APCL13_097",10.1,55,NA
2890,"APCL13_100",6.8,56,NA
2892,"APCL13_101",6.1,57,NA
2893,"APCL13_102",9.5,58,NA
2897,"APCL13_105",5.2,60,NA
2902,"APCL13_106",3.2,61,NA
2903,"APCL13_110",4.8,62,NA
2904,"APCL13_109",8.8,63,NA
2905,"APCL13_114",7.4,64,NA
2906,"APCL13_117",4.1,65,NA
2907,"APCL13_119",11.9,NA,NA
2913,"APCL13_121",7.5,66,NA
2914,"APCL13_123",4.2,67,NA
2915,"APCL13_126",11.1,68,NA
2916,"APCL13_128",6,69,NA
2917,"APCL13_129",10.1,70,NA
2920,"APCL13_130",6.8,71,NA
2923,"APCL13_131",10.7,72,NA
2927,"APCL13_132",10.7,73,NA
2928,"APCL13_134",6.2,74,NA
2933,"APCL13_136",12.1,75,NA
2935,"APCL13_138",4,76,NA
2940,"APCL13_140",4.7,77,NA
2944,"APCL13_142",4.2,79,NA
2945,"APCL13_143",3.2,78,NA
2948,"APCL13_144",8.2,80,NA
2950,"APCL13_146",5.5,81,NA
2951,"APCL13_147",11,82,NA
2953,"APCL13_149",10.5,84,NA
2955,"APCL13_150",3.2,85,NA
2958,"APCL13_154",5,86,NA
2961,"APCL13_155",4.9,87,NA
2962,"APCL13_160",7.8,88,NA
